"","OBJECTID","ID_DEPA","ID_PROV","P_NOMB","P_CAPIT","ID_DEPNOM","Poblacion","ranking1","IDH","ranking2","EVN","ranking3","POB_ESC","ranking4","POREDAD_25","ranking5","ING_PROMED","ranking6"
"19","605","02","0213","MARISCAL LUZURIAGA","PISCOBAMBA","ANCASH",23888,165,0.244563116502,171,71.816744308,118,33.6403923733,142,5.0676964607,173,201.085851356,177
"20","606","02","0214","OCROS","OCROS","ANCASH",10283,187,0.366075633036,86,77.3824060224,28,53.1827209495,78,7.28999431568,80,340.46970529,109
"21","607","02","0215","PALLASCA","CABANA","ANCASH",30536,153,0.2780752311,150,65.4277974694,178,40.8716445641,114,6.13963331837,125,257.577680046,155
"22","608","02","0216","POMABAMBA","POMABAMBA","ANCASH",29196,156,0.275967230723,151,74.6607858001,70,30.0978440254,157,5.21946730072,163,267.500764032,147
"23","609","02","0217","RECUAY","RECUAY","ANCASH",19509,173,0.346262145292,97,67.9063716755,164,54.7958272362,73,7.46691438053,75,341.026145675,108
"24","610","02","0218","SANTA","CHIMBOTE","ANCASH",427157,10,0.56083328638,14,77.0783155233,35,70.6611031425,29,9.86106991616,20,825.988578519,12
"25","611","02","0219","SIHUAS","SIHUAS","ANCASH",31006,151,0.27192087829,156,73.0395117281,101,34.9353138804,135,5.45732102988,151,241.360968839,163
"26","612","02","0220","YUNGAY","YUNGAY","ANCASH",57969,105,0.279699749864,147,70.9965368409,134,31.8360955482,151,5.07556454342,170,294.633343167,134
"27","613","03","0301","ABANCAY","ABANCAY","APURIMAC",105694,56,0.447629294791,56,73.4013944753,93,66.568627451,39,8.26408289431,55,532.876599795,62
"28","614","03","0302","ANDAHUAYLAS","ANDAHUAYLAS","APURIMAC",163662,31,0.337447049644,102,77.6876757206,23,48.6499396496,89,5.79410356643,138,326.58783282,117
"29","615","03","0303","ANTABAMBA","ANTABAMBA","APURIMAC",13399,181,0.242577402263,176,56.2806645407,195,36.7985583782,130,5.87018644018,134,242.809235209,161
"30","616","03","0304","AYMARAES","CHALHUANCA","APURIMAC",32722,142,0.283751568387,141,67.3322645711,170,46.2193558682,98,5.85815742633,135,254.623731934,156
"31","617","03","0305","COTABAMBAS","TAMBOBAMBA","APURIMAC",51667,122,0.219314376654,185,73.4796519953,90,27.5953134157,167,4.41588888294,191,177.733805979,187
"32","618","03","0306","CHINCHEROS","CHINCHEROS","APURIMAC",57750,107,0.268075948679,159,72.1314712242,113,36.6872682805,131,5.24553055683,161,237.623197082,164
"33","619","03","0307","GRAU","CHUQUIBAMBILLA","APURIMAC",26987,161,0.242501620448,177,66.2376924465,174,37.6435345154,125,5.76704983007,141,192.718595433,182
"34","620","04","0401","AREQUIPA","AREQUIPA","AREQUIPA",936464,3,0.604408053182,7,75.9365385386,46,85.946154773,1,11.5155996433,1,871.03722251,10
"35","621","04","0402","CAMANA","CAMANA","AREQUIPA",57187,110,0.550547378859,16,79.9425517302,8,75.4498312545,15,9.83299095897,22,722.57462857,22
"36","622","04","0403","CARAVELI","CARAVELI","AREQUIPA",39317,136,0.524935923679,23,80.6589213263,3,56.1203665944,68,9.37842171471,28,737.339040862,20
"37","623","04","0404","CASTILLA","APLAO","AREQUIPA",38990,137,0.48100915088,41,74.2597332029,74,59.7555634392,56,8.48058191628,51,665.208109036,31
"38","624","04","0405","CAYLLOMA","CHIVAY","AREQUIPA",86542,71,0.479510294434,43,76.8200644047,39,70.4771926048,30,8.32549161219,53,587.939082851,51
"39","625","04","0406","CONDESUYOS","CHUQUIBAMBA","AREQUIPA",18540,176,0.464544525272,48,77.2128891263,34,59.6067645222,58,8.34143707261,52,576.916409083,54
"40","626","04","0407","ISLAY","MOLLENDO","AREQUIPA",53047,117,0.557911542963,15,74.337760759,73,81.0599622396,5,10.0904337045,13,791.723337952,16
"41","627","04","0408","LA UNION","COTAHUASI","AREQUIPA",15164,179,0.290265804602,135,81.1550345924,2,32.9824058553,145,6.31386430766,118,233.927973793,167
"42","628","05","0501","HUAMANGA","AYACUCHO","AYACUCHO",261382,19,0.414990772525,66,68.6936675138,156,55.6287840538,70,8.80096672196,42,496.93447616,69
"43","629","05","0502","CANGALLO","CANGALLO","AYACUCHO",34298,140,0.231542625071,179,77.5535012482,26,24.3247404428,178,4.81417437651,181,188.74296593,183
"44","630","05","0503","HUANCA SANCOS","HUANCA SANCOS","AYACUCHO",10472,186,0.278920984882,149,71.1151458227,131,31.921195582,149,5.45519050176,153,277.782705767,143
"45","631","05","0504","HUANTA","HUANTA","AYACUCHO",102619,59,0.289700181887,136,72.8657971068,106,36.5134563122,133,5.25105632539,160,287.191740032,137
"46","632","05","0505","LA MAR","SAN MIGUEL","AYACUCHO",87160,70,0.228698037738,180,75.5950740198,53,22.6571666936,186,4.53477770199,188,202.389268113,176
"47","633","05","0506","LUCANAS","PUQUIO","AYACUCHO",67167,95,0.327578029053,110,66.2258610795,175,57.7427821522,63,6.26776648764,121,330.864474976,114
"48","634","05","0507","PARINACOCHAS","CORACORA","AYACUCHO",32023,148,0.322398811292,113,58.0989985588,194,50.6048387097,84,7.07159346948,93,380.470373593,96
"49","635","05","0508","PAUCAR DEL SARA SARA","PAUSA","AYACUCHO",11028,185,0.360397585284,89,69.7461453215,150,57.5163398693,64,7.3856154928,79,360.290362282,98
"50","636","05","0509","SUCRE","QUEROBAMBA","AYACUCHO",12255,184,0.297077059391,132,67.8959389923,165,47.3333333333,94,6.40122507866,116,265.825206369,151
"51","637","05","0510","VICTOR FAJARDO","HUANCAPI","AYACUCHO",24213,164,0.2757098892,152,75.9352095458,47,26.4782548233,171,5.76844248602,140,258.715747879,154
"52","638","05","0511","VILCAS HUAMAN","VILCAS HUAMAN","AYACUCHO",23412,167,0.223055734791,183,68.9375090339,155,22.7111600877,185,5.06071302263,174,198.584121757,180
"53","639","06","0601","CAJAMARCA","CAJAMARCA","CAJAMARCA",368639,11,0.450519488238,55,73.6747749192,85,48.1339348241,91,7.78794805107,66,651.714906532,34
"54","640","06","0602","CAJABAMBA","CAJABAMBA","CAJAMARCA",80086,77,0.27213446407,155,77.371778891,29,23.5614482447,181,4.79270781915,183,290.406830757,135
"55","641","06","0603","CELENDIN","CELENDIN","CAJAMARCA",95433,63,0.25285117167,167,71.6802397095,120,26.72374763,168,5.06812957454,171,241.526538217,162
"56","642","06","0604","CHOTA","CHOTA","CAJAMARCA",167670,30,0.303391987693,130,71.9851823356,116,38.1289292779,123,5.00275821395,176,334.760476022,112
"57","643","06","0605","CONTUMAZA","CONTUMAZA","CAJAMARCA",32602,143,0.37414489498,81,71.1673742059,129,37.8964087379,124,6.4875450705,113,509.378379383,66
"58","644","06","0606","CUTERVO","CUTERVO","CAJAMARCA",143667,39,0.282748655751,142,76.0542719149,45,32.2610370049,147,4.99046826753,177,278.229098027,142
"59","645","06","0607","HUALGAYOC","BAMBAMARCA","CAJAMARCA",100009,62,0.264706040442,161,76.7174587185,41,24.409378988,177,4.42690681519,190,284.612325392,139
"60","646","06","0608","JAEN","JAEN","CAJAMARCA",198354,25,0.424078660267,63,74.8870211642,64,47.5416621357,93,6.93783761036,102,580.175918714,53
